NAME,CATEGORY,STREET ADDRESS,ADDRESS,CITY,ZIP CODE,COUNTRY NAME,COUNTRY CODE,PHONE,EMAIL,WEBSITE,FACEBOOK,INSTAGRAM,LINKEDIN,TWITTER,URL,BOOKING LINK,SCORE,RATINGS,OPENING HOURS,MAIN IMAGE URL,DESCRIPTION,POI
The Padel Loft,"Padel club, Service establishment",,,,,,,,info@thepadelloft.com,https://thepadelloft.com/,,"https://www.instagram.com/thepadelloft_/, https://www.instagram.com/thepadelloft_",https://www.linkedin.com/company/thepadelloft,,https://www.google.com/maps?cid=3563246117532238998,,,,"Monday: 7am-11pm, Tuesday: 7am-11pm, Wednesday: 7am-11pm, Thursday: 7am-11pm, Friday: 7am-11pm, Saturday: 7am-11pm, Sunday: 7am-11pm",https://lh3.googleusercontent.com/p/AF1QipOABg48kIaDIn91ewz8SyFa6SxBftTBtwx6RDzd,,
The Padel Point,Padel club,Norfolk Premier Golf,"Norfolk Premier Golf, Norwich NR13 4JS",Norwich,NR13 4JS,United Kingdom,GB,,info@thepadelpoint.club,https://www.thepadelpoint.club/,,,,,https://www.google.com/maps?cid=1215431512241407810,,5,3,"Monday: 9am-9pm, Tuesday: 9am-9pm, Wednesday: 9am-9pm, Thursday: 9am-9pm, Friday: 9am-9pm, Saturday: 9am-8pm, Sunday: 9am-6pm",https://lh3.googleusercontent.com/p/AF1QipOV5VmJ9FdeZlgDG458gOILmRn7girjkVBKbK3_,,"On-site services, Wheelchair-accessible car park, Toilet"
The Padel School,"Sports school, Service establishment",,,,,,,,,http://thepadelschool.com/,https://www.facebook.com/thepadelschool,https://www.instagram.com/thepadelschool,https://www.linkedin.com/company/65819463/admin/feed,https://www.twitter.com/thepadelschool,https://www.google.com/maps?cid=16664549593582495813,http://thepadelschool.com/,5,1,,https://lh3.googleusercontent.com/p/AF1QipMk0_MOTeDkG2w2pXNo9d43zQJQvTvDR9Tkk1dy,,Online classes
The Padel Studio,Padel club,"Units B1 and B2, Yalding Enterprise Park","Units B1 and B2, Yalding Enterprise Park, Yalding, Maidstone ME18 6HG",Maidstone,ME18 6HG,United Kingdom,GB,,,https://thepadelstudio.com/,,,,,https://www.google.com/maps?cid=17915024992319762394,,,,,,,Toilet
The Padel Team - Bristol,Sports club,1 Barrow Rd,"1 Barrow Rd, Bristol BS5 0HU",Bristol,BS5 0HU,United Kingdom,GB,07356242844,info@thepadelteam.net,https://www.thepadelteam.net/,https://www.facebook.com/wix,"https://www.instagram.com/wix, https://www.instagram.com/thepadelteambristol",https://www.linkedin.com/company/thepadelteam,"https://twitter.com/wix, https://www.twitter.com/wix",https://www.google.com/maps?cid=11580450902208434518,,4.9,182,"Monday: 6:30am-12am, Tuesday: 6:30am-12am, Wednesday: 6:30am-12am, Thursday: 6:30am-12am, Friday: 6:30am-12am, Saturday: 8am-12am, Sunday: 8am-12am",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyDEAO4lO7UwMczwXmDoj9axsIgJFr-te4tSkMzZDWy5XXVQVfP6FKH9dLhIyOVxLOjWCts-HKmKphRrVpfwuIV6JjcAevCF77kaZsM1xcIp8CQ1ytBCrK04YZXpmEwrL0f0mQdBQ,,"Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible toilet, Toilet, Wi-Fi, Free parking lot, On-site parking"
The Padel Yard - G4P - Vauxhall Square,"Padel club, Padel court, Social club, Spa and health club, Sports bar, Sports club, Tennis club, Tennis court",Vauxhall Sqaure,"Vauxhall Sqaure, London SW8 2LX",London,SW8 2LX,United Kingdom,GB,,general@thepadelyard.com,https://www.thepadelyard.com/,,,,,https://www.google.com/maps?cid=15729783643078947904,,4.3,33,"Monday: 7am-10pm, Tuesday: 7am-10pm, Wednesday: 7am-10pm, Thursday: 7am-10pm, Friday: 7am-10pm, Saturday: 7am-10pm, Sunday: 7am-10pm",https://lh3.googleusercontent.com/p/AF1QipOTS7gX0NvwxhqbpUKVNPDSXx1DnDCoa3_Muu3_,,Toilet
The Padel Yard - G4P - Wandsworth,"Padel club, Bar & grill, Coffee shop, Events Venue, Padel court, Pickleball court, Social club, Spa, Sports bar, Sports club",2 Armoury Way,"2 Armoury Way, London SW18 1SH",London,SW18 1SH,United Kingdom,GB,,general@thepadelyard.com,http://thepadelyard.com/,,,,,https://www.google.com/maps?cid=18078271158388770101,,4.4,199,"Monday: 7am-11pm, Tuesday: 7am-11pm, Wednesday: 7am-11pm, Thursday: 7am-11pm, Friday: 7am-11pm, Saturday: 7am-11pm, Sunday: 7am-11pm",https://lh3.googleusercontent.com/p/AF1QipOkQJaZp6icVv2xvQ1cKp842c6eePcZUfakD8vC,,"Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible seating, Wheelchair-accessible toilet, Toilet, Free parking lot, On-site parking, Paid street parking"
The Pickleball Shed,Pickleball court,"Unit 18, Greenpark Business Centre, Goose Ln","Unit 18, Greenpark Business Centre, Goose Ln, York YO61 1ET",York,YO61 1ET,United Kingdom,GB,01904951508,info@thepickleballshed.co.uk,https://www.thepickleballshed.co.uk/,https://www.facebook.com/733608103175626,https://www.instagram.com/thepickleballshedyork,,,https://www.google.com/maps?cid=16653684246711634724,https://www.thepickleballshed.co.uk/,5,10,"Monday: 10am-10pm, Tuesday: 10am-8pm, Wednesday: 10am-10pm, Thursday: 10am-10pm, Friday: 10am-10pm, Saturday: 8am-6pm, Sunday: 10am-6pm",https://lh3.googleusercontent.com/p/AF1QipMM5ceQk-iLp5KUbFGuDZp3NRh3FoJg_d758CB8,,"Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible toilet, Free parking lot"
The Plumstead Centre,"Leisure centre, Badminton court, Fitness centre, Gym, Indoor playground, Library, Performing arts group, Pickleball court, Sports complex, Tennis court",232 Plumstead High St,"232 Plumstead High St, London SE18 1JL",London,SE18 1JL,United Kingdom,GB,02080753400,theplumsteadcentre@gll.org,https://www.better.org.uk/leisure-centre/london/greenwich/the-plumstead-centre?utm_source=google&utm_medium=organic&utm_campaign=google_my_business,https://www.facebook.com/betteruk/,https://www.instagram.com/better_uk/,,"https://x.com/gll_uk, https://twitter.com/better_uk",https://www.google.com/maps?cid=7300075006305779914,,4.6,140,"Monday: 6:30am-9pm, Tuesday: 6:30am-9pm, Wednesday: 6:30am-9pm, Thursday: 6:30am-9pm, Friday: 6:30am-9pm, Saturday: 9am-5pm, Sunday: 9am-5pm",https://lh3.googleusercontent.com/p/AF1QipP-E3-AxpVQVdLKbyOGJQeAbvea7F0cNMk0fH1_,,
The Swing,"Sports club, Service establishment, Golf club, Padel club, Tennis club",,,,,,,,,http://theswing.club/,,,,,https://www.google.com/maps?cid=12814537886412321002,,,,,,,
The Welsh Padel Centre,Sports club,"Sports and Social Centre, Woodland Rd","Sports and Social Centre, Woodland Rd, Cwmbran NP44 2DZ",Cwmbran,NP44 2DZ,United Kingdom,GB,01633837437,,http://www.welshpadel.com/,,,,http://twitter.com/welshpadel,https://www.google.com/maps?cid=5128673262455087136,,4.9,29,"Monday: 8am-10pm, Tuesday: 8am-10pm, Wednesday: 8am-10pm, Thursday: 8am-10pm, Friday: 8am-10pm, Saturday: 9am-9pm, Sunday: 9am-9pm",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwJ1kP-eypeBm7SmtbnQHKdro2OxvyYVYRmCjeUetnpS1hVqckpCoQ4wQjoig0Yyk63yAhvdPpTEwpfQhh-aiLbbvHwyHed7lhQ4PALxhoBXbJdzsW9_kCottbxgntj4oDb_w0jqg,,"Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible toilet, Toilet"
This is Padel - Dronfield,Sports club,Callywhite Ln,"Callywhite Ln, Dronfield S18 2XR",Dronfield,S18 2XR,United Kingdom,GB,,,https://playtomic.io/tenant/b4f46e3d-5415-4bb8-8c42-a0825cb5365c?utm_source=app_ios&utm_medium=share,https://www.facebook.com/playtomic.io,,https://www.linkedin.com/company/playtomic,,https://www.google.com/maps?cid=6875453319894350097,,4.9,17,"Monday: 6:30am-10pm, Tuesday: 6:30am-10pm, Wednesday: 6:30am-10pm, Thursday: 6:30am-10pm, Friday: 6:30am-10pm, Saturday: 6:30am-10pm, Sunday: 6:30am-10pm",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw_vecphhSOc46CW42n8a4KS1OIEYkHY-_gIj76pILCL_FBnRx9wjxE_jSHoA_z_TYQQ1ap_TYW2nYy60kFhF2zlZ5EjA0MX48NRmRmLVzkCsj2szYseiKjV7Sr2pNYpgQFUesa,,"On-site services, Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible toilet, Toilet, Free parking lot, On-site parking"
Thoulstone Park,"Park and Garden, Dog park, Miniature golf course, Outdoor activity organiser, Padel club, Physical Fitness Programme, Restaurant, Self-catering accommodation, Wedding venue, Yoga Retreat Centre",,"Chapmanslade, Westbury BA13 4AQ",Westbury,BA13 4AQ,United Kingdom,GB,,info@thoulstonepark.co.uk,http://www.thoulstonepark.com/,"http://facebook.com/thoulstonepark, https://www.facebook.com/thoulstonepark","https://www.instagram.com/oneplanet.life, https://www.instagram.com/thoulstonepark",,https://twitter.com/thoulstonepark,https://www.google.com/maps?cid=7322774228874109228,,4.5,111,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx3mRfIzpyhu2sLj6Ov-OBQcJXl0Z0fwZX3q2sGKHfc2kpvOYyasEg-LWzI63xaJPqKQ4ZebUsGUH75ip4372H2NVpQRvNDbZHVGmPd6Ynlf07jy_IGjF2Pf-WfbD28m05IT40V,,"On-site services, Picnics, Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible seating, Wheelchair-accessible toilet, LGBTQ+ friendly, Transgender safe space, Credit cards, Debit cards, NFC mobile payments, Good for kids, Good for kids birthday, Kid-friendly activities, Free parking lot, On-site parking, Dog park, Dogs allowed, Dogs allowed inside"
Tonbridge Golf Centre,"Padel court, Cafe, Golf course, Golf shop, Miniature golf course, Golf driving range",Cannon Ln,"Cannon Ln, Tonbridge TN9 1PP",Tonbridge,TN9 1PP,United Kingdom,GB,01732353281,tonbridgepadeltennis@gmail.com,http://www.tonbridgegolfcentre.com/,https://www.facebook.com/tonbridgegolfcentre,,,,https://www.google.com/maps?cid=448839817779596429,https://booking.bookinghound.com/fe/booking?og=54fa03a6-b147-4d94-a1fe-8f1abc75a9fe,4.4,543,"Monday: 8am-9pm, Tuesday: 8am-9pm, Wednesday: 8am-9pm, Thursday: 8am-9pm, Friday: 8am-9pm, Saturday: 8am-8pm, Sunday: 8am-7pm",https://lh3.googleusercontent.com/p/AF1QipNjWO29D_ahVwhVwpQBv2mcvqzntVRBp5nniiUm,,"On-site services, Wheelchair-accessible car park, Wheelchair-accessible entrance, Credit cards, Debit cards, NFC mobile payments, Credit cards, On-site parking"
Tonbridge Padel Tennis,Padel court,Cannon Ln,"Cannon Ln, Tonbridge TN9 1PP",Tonbridge,TN9 1PP,United Kingdom,GB,,tonbridgepadeltennis@gmail.com,https://www.tonbridgegolfcentre.com/padel-tennis,https://www.facebook.com/tonbridgegolfcentre,,,,https://www.google.com/maps?cid=17045975272008527088,,,,"Monday: 6:30am-10pm, Tuesday: 6:30am-10pm, Wednesday: 6:30am-10pm, Thursday: 6:30am-10pm, Friday: 6:30am-10pm, Saturday: 6:30am-8pm, Sunday: 6:30am-7pm",,,Credit cards
Topsham Pickleball Club,Sports club,,"Topsham, Exeter EX3 0HF",Exeter,,United Kingdom,GB,,,,,,,,https://www.google.com/maps?cid=11796690373803591315,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid,,Toilet
Tour Padel - Avery Hill Campus,Sports club,"University of Greenwich, Avery Hill Rd","University of Greenwich, Avery Hill Rd, New Eltham, Campus SE9 2UG",Campus,SE9 2UG,United Kingdom,GB,07418641158,info@tourpadel.co.uk,http://www.tourpadel.co.uk/,https://www.facebook.com/profile.php,https://www.instagram.com/tourpadeluk,https://www.linkedin.com/company/tour-padel,,https://www.google.com/maps?cid=17155982696510297196,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid,,"Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible toilet, Toilet, Free parking lot, On-site parking"
Tour Padel - Medway Campus,Sports club,Medway Campus - University of Greenwich,"Medway Campus - University of Greenwich, Gillingham, Chatham ME4 4AG",Chatham,ME4 4AG,United Kingdom,GB,07418641158,info@tourpadel.co.uk,https://www.tourpadel.co.uk/,https://www.facebook.com/profile.php,https://www.instagram.com/tourpadeluk,https://www.linkedin.com/company/tour-padel,,https://www.google.com/maps?cid=16642061985830693396,,4.8,18,"Monday: 8am-10pm, Tuesday: 8am-10pm, Wednesday: 8am-10pm, Thursday: 8am-10pm, Friday: 8am-10pm, Saturday: 8am-10pm, Sunday: 8am-10pm",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzlo4XWqePXDnz84Kjh5u1fpy04iW-eC8ncYeQBYKCpBxXI5V__7JQ8yQl_BoBourFmSsEFra44A6vBjwmX0pdpzaAzDhrcywnhXX-d1sJkTKgzJDpzc0-T2Opryqep8q6yxeLk72i_33Y,,"Wheelchair-accessible car park, Toilet, Free parking lot, On-site parking"
TownFarm Padel,Sports club,"TownFarm, Old St Hill","TownFarm, Old St Hill, Bishop's Stortford CM22 7LF",Bishop's Stortford,CM22 7LF,United Kingdom,GB,07901573452,townfarmpadel@gmail.com,http://www.townfarmpadel.co.uk/,,,,,https://www.google.com/maps?cid=14507835183087295777,https://www.townfarmpadel.co.uk/bookings,5,6,"Monday: 9am-9pm, Tuesday: 9am-9pm, Wednesday: 9am-9pm, Thursday: 9am-9pm, Friday: 9am-9pm, Saturday: 9am-9pm, Sunday: 9am-9pm",https://lh3.googleusercontent.com/p/AF1QipPAM9B_y60EJcUCMJmPf5lg9SvrCpzCXhbWWls4,,"Wheelchair-accessible car park, Toilet"
True Padel Durham,Padel club,"True Padel, Belmont Industrial Estate, New Ferens Park","True Padel, Belmont Industrial Estate, New Ferens Park, Durham DH1 1HP",Durham,DH1 1HP,United Kingdom,GB,07746253280,hello@rfuenzalida.com,https://www.truepadel.co.uk/,,,,,https://www.google.com/maps?cid=2570050591587769552,,5,52,"Monday: 7am-11pm, Tuesday: 7am-11pm, Wednesday: 7am-11pm, Thursday: 7am-11pm, Friday: 7am-11pm, Saturday: 8am-8pm, Sunday: 8am-9pm",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyHIFM4H368Tuf3SZjIBEOHDmk3CJ9_c-mairQcn97W4a-1Yiftwuz5hnlgKPMBFEwe9tG_eeK6b6n3seKron0Fk46dgLsYlFZ5BYJ5h7TEdyBpkVkwEH9wcbsGX2LG2-APTRHceA,,"Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible seating, Wheelchair-accessible toilet, Toilet, Wi-Fi"
True Padel Sunderland,Padel club,"Thomsen Retail Park, Unit 1 Wessington Way","Thomsen Retail Park, Unit 1 Wessington Way, Sunderland SR5 3FR",Sunderland,SR5 3FR,United Kingdom,GB,07403958523,hello@rfuenzalida.com,https://truepadel.co.uk/,,,,,https://www.google.com/maps?cid=12792270219480921879,,4.7,35,"Monday: 7am-11pm, Tuesday: 7am-11pm, Wednesday: 7am-11pm, Thursday: 7am-11pm, Friday: 7am-11pm, Saturday: 8am-8pm, Sunday: 8am-9pm",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz5ZggDGQvbcfovCQcj9FHgqzUJhRfCqEtT4N4uo02fWFFzbjpBPYxAKBRSfG2-9evHe4v2bvOpIG60phN6YhekCLPHVnmqsffrWJEwHpCdpr0bAb2_vnHnNWxpWPvF3xojUp1UJoify1wx,,"Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible toilet, Toilet, Wi-Fi"
Trust Padel,Sports management and promotion,105 High St,"105 High St, Brentwood CM14 4RR",Brentwood,CM14 4RR,United Kingdom,GB,07496371721,,http://www.trustpadel.com/,,,,,https://www.google.com/maps?cid=11266411929288336340,,,,"Monday: Open 24 hours, Tuesday: Open 24 hours, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: Open 24 hours, Saturday: Open 24 hours, Sunday: Open 24 hours",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid,,On-site services
UK PADEL @ Holmer Green Padel,Padel club,Dormer Ln,"Dormer Ln, Holmer Green, High Wycombe HP15 6PG",High Wycombe,HP15 6PG,United Kingdom,GB,01494851440,hello@ukpadel.org,https://ukpadel.org/uk-padel-clubs/,https://www.facebook.com/ukpadelofficial,https://www.instagram.com/uk_padel,,,https://www.google.com/maps?cid=12168270612749628444,https://clubspark.lta.org.uk/Holmergreenpadel/Booking/BookByDate#?date=2021-10-12&role=guest,5,53,"Monday: 8am-10pm, Tuesday: 8am-10pm, Wednesday: 8am-10pm, Thursday: 8am-10pm, Friday: 8am-10pm, Saturday: 8am-10pm, Sunday: 9am-8pm",https://lh3.googleusercontent.com/p/AF1QipOB5-tyYHYcIIZtPUCReZ05fy_flccAi7h-dDa8,,"On-site services, Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible toilet, Toilet"
UK Padel Courts,Padel court,"Unit 3 Building 2, The Colony HQ Wilmslow, Altrincham Rd","Unit 3 Building 2, The Colony HQ Wilmslow, Altrincham Rd, Wilmslow SK9 4LY",Wilmslow,SK9 4LY,United Kingdom,GB,03003733313,hello@ukpadelcourts.uk,https://www.ukpadelcourts.uk/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=15187631310105277795,https://www.facebook.com/p/uk-padel-courts-100088561402797,https://www.instagram.com/uk_padel_courts,,,https://www.google.com/maps?cid=13169546837072982945,,1,1,"Monday: 9am-5pm, Tuesday: 9am-5pm, Wednesday: 9am-5pm, Thursday: 9am-5pm, Friday: 9am-5pm, Saturday: Closed, Sunday: Closed",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid,,
UK PADEL Newquay,Padel club,,"Porth, SeaSpace TR7 3LX",SeaSpace,TR7 3LX,United Kingdom,GB,01637817404,hello@ukpadel.org,https://sn.ukpadel.org/Pages/seaspace_newquay_club_uk_padel,https://www.facebook.com/ukpadelofficial,https://www.instagram.com/uk_padel,,,https://www.google.com/maps?cid=13200451322844477449,https://www.ukpadel.org/app/,4.7,25,"Monday: 8am-10pm, Tuesday: 8am-10pm, Wednesday: 8am-10pm, Thursday: 8am-10pm, Friday: 8am-10pm, Saturday: 8am-10pm, Sunday: 9:30am-8pm",https://lh3.googleusercontent.com/p/AF1QipNhOdFnL6zM0xNMW0CLqCg6Pj18J7eHTz6HhbnV,,"On-site services, Wheelchair-accessible car park, Wheelchair-accessible seating, Wheelchair-accessible toilet, Gender-neutral toilets, Toilet, Wi-Fi, Swimming pool, LGBTQ+ friendly, Transgender safe space, On-site parking"
UK Padel Princes Risborough,Padel club,Horsenden Ln,"Horsenden Ln, Princes Risborough HP27 9NE",Princes Risborough,HP27 9NE,United Kingdom,GB,01844317880,neil@ukpadel.org,https://ukpadel.org/,https://www.facebook.com/ukpadelofficial,https://www.instagram.com/uk_padel,,,https://www.google.com/maps?cid=12609996074369008901,,5,13,"Monday: 7am-10pm, Tuesday: 7am-10pm, Wednesday: 7am-10pm, Thursday: 7am-10pm, Friday: 7am-10pm, Saturday: 7am-10pm, Sunday: 7am-8:30pm",https://lh3.googleusercontent.com/p/AF1QipNcFuiMkC-WET9tM5CP33ox41sPiW7Vvqc0Hhej,,"Wheelchair-accessible car park, Wheelchair-accessible entrance, Toilet, On-site parking"
UK PADEL Stoke Poges,Padel club,Park Rd,"Park Rd, Stoke Poges, The SL2 4PJ",The,SL2 4PJ,United Kingdom,GB,01753307505,hello@ukpadel.org,https://sb.ukpadel.org/Pages/south_buckinghamshire_club_uk_padel,https://www.facebook.com/ukpadelofficial,https://www.instagram.com/uk_padel,,,https://www.google.com/maps?cid=16020926597221266716,https://ukpadel-gb.matchpoint.com.es/Booking/Grid.aspx?id=5,5,22,"Monday: 8am-10pm, Tuesday: 8am-10pm, Wednesday: 8am-10pm, Thursday: 8am-10pm, Friday: 8am-10pm, Saturday: 8am-10pm, Sunday: 8am-8pm",https://lh3.googleusercontent.com/p/AF1QipN6YIY-AcpWtuK0sQNOS0nFytsEURL_Ynq_Z47q,,"On-site services, Wheelchair-accessible car park, Wheelchair-accessible entrance, Toilet, On-site parking"
Ultimate Padel,Sporting Goods Shop,57 Churchfields,"57 Churchfields, West Mersea, Colchester CO5 8QL",Colchester,CO5 8QL,United Kingdom,GB,,,https://ultimatepadel.store/,https://www.facebook.com/powerpadelleagues,,,,https://www.google.com/maps?cid=17467981283527867719,,,,"Monday: 9am-5pm, Tuesday: 9am-5pm, Wednesday: 9am-5pm, Thursday: Closed, Friday: 9am-5pm, Saturday: Closed, Sunday: Closed",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid,,"Delivery, In-store pick-up, In-store shopping, Appointment required, Credit cards, Debit cards"
Utopia Padel Ipswich,Padel club,"Fields, Copdock & Washbrook Playing, London Rd","Fields, Copdock & Washbrook Playing, London Rd, Copdock, Ipswich IP8 3JN",Ipswich,IP8 3JN,United Kingdom,GB,01473875672,contact@utopiapadel.co.uk,https://www.utopiapadel.co.uk/,,https://www.instagram.com/utopiapadelipswich,,,https://www.google.com/maps?cid=15223174381782494864,https://www.matchi.se/facilities/utopia,5,3,"Monday: 8am-10pm, Tuesday: 8am-10pm, Wednesday: 8am-10pm, Thursday: 8am-10pm, Friday: 8am-10pm, Saturday: 8am-6pm, Sunday: 8am-6pm",https://lh3.googleusercontent.com/p/AF1QipNuRmJXvPmWh6sLTMikRsjauNZtrj6cxpfx8HkZ,,"Wheelchair-accessible car park, Toilet, On-site parking"
Vejay Padel Coach,"Padel club, Padel court",Bent Ln,"Bent Ln, Derby DE65 5BA",Derby,DE65 5BA,United Kingdom,GB,07970412694,vejaypal@gmail.com,https://www.vejaypadelcoach.co.uk/,,https://www.instagram.com/vejaypadelcoach,https://www.linkedin.com/in/vejay-pal-929a9824,,https://www.google.com/maps?cid=15127267294197104141,,5,127,,https://lh3.googleusercontent.com/p/AF1QipPkkzwIY3_JjYR52ytW90rY0YbHh6PGLlDzK7Gn,,"Wheelchair-accessible car park, Toilet, Free parking lot"
Velocity inflatable park,"Sports club, Padel club, Padel court","Unit 1, Easter Park, Bennett's Ln, Shell Grn","Unit 1, Easter Park, Bennett's Ln, Shell Grn, Liverpool, Widnes WA8 0GW",Widnes,WA8 0GW,United Kingdom,GB,01514248613,info@velocitygb.com,https://playtomic.io/tenant/7accff8b-4ac5-4fd2-b6be-3485adc5bb11?utm_campaign=share&utm_source=app_ios,https://en-gb.facebook.com/velocitywidnes,https://www.instagram.com/velocityleisure,,https://twitter.com/vtrampoline,https://www.google.com/maps?cid=10170145780632669791,,4.4,901,"Monday: 6am-11pm, Tuesday: 6am-11pm, Wednesday: 6am-11pm, Thursday: 6am-11pm, Friday: 6am-11pm, Saturday: 6am-11pm, Sunday: 6am-11pm",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxbniu8uk1TTXYSfz4yK3IvA-PR5n3ICLezCCZXqfgc8IAKbHzdQ6q6hSzI6KpJ3Hg3crMPOWPAEZ7SQXz-M21QgLplJi617yjzWA47beOUxiJy1SlIgpxbRpv830iNkD3kXo_q6FLIC1M,,"Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible toilet, Toilet, Free parking lot, On-site parking"
Venue 360 - Sports Facilities,"Leisure centre, Badminton court, Basketball court, Children's club, Events Venue, Fitness centre, Padel court, Football Practice, Squash court, Tennis club",,"Venue, 360 20 Gipsy Ln, Luton LU1 3JH",Luton,LU1 3JH,United Kingdom,GB,01582418873,enquiries@venue360.co.uk,http://www.venue360.co.uk/,"https://www.facebook.com/venue360luton, https://www.facebook.com/krusadermartialarts",https://www.instagram.com/venue_360,https://www.linkedin.com/company/vauxhall-recreation-club-ltd,,https://www.google.com/maps?cid=585304852272932520,,4.5,291,"Monday: 8:30am-11pm, Tuesday: 8:30am-11pm, Wednesday: 8:30am-11pm, Thursday: 8:30am-11pm, Friday: 8:30am-11pm, Saturday: 8am-10pm, Sunday: 8am-10pm",https://lh3.googleusercontent.com/p/AF1QipNXXDh_K-NT1rxC4GxFlyTu3L2Zcb1VBM7KWbrz,,
VibePadel,Sporting Goods Shop,50 Clapham Common South Side,"50 Clapham Common South Side, London SW4 9BX",London,SW4 9BX,United Kingdom,GB,,,https://vibepadel.co/,,https://www.instagram.com/vibepadelclub,,https://twitter.com/vibepadelclub,https://www.google.com/maps?cid=9077905810721676629,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid,,"Credit cards, Debit cards, NFC mobile payments"
ViboraPadel,Padel club,24 Wimberry Dr,"24 Wimberry Dr, Newcastle ST5 7SG",Newcastle,ST5 7SG,United Kingdom,GB,07375063074,,,,,,,https://www.google.com/maps?cid=15015918243057114159,,,,"Monday: 7am-7pm, Tuesday: 7am-7:30pm, Wednesday: 7:30am-7:30pm, Thursday: 7am-7:30pm, Friday: 7am-7:30pm, Saturday: 7am-7pm, Sunday: 7am-7pm",,,
Vida Del Padel - Guisborough,Sports club,"Cleveland Gate Business Park, 5 S Buck Wy.","Cleveland Gate Business Park, 5 S Buck Wy., Guisborough TS14 7DL",Guisborough,TS14 7DL,United Kingdom,GB,,info@vidadelpadel.com,https://www.vidadelpadel.com/,https://www.facebook.com/profile.php,,,,https://www.google.com/maps?cid=5856154337537988022,,4,9,"Monday: 6am-10pm, Tuesday: 6am-10pm, Wednesday: 6am-10pm, Thursday: 6am-10pm, Friday: 6am-10pm, Saturday: 6am-10pm, Sunday: 6am-10pm",https://lh3.googleusercontent.com/p/AF1QipNFJXjpxjYszzRUzEva_1pXVwcTmbL8pb7WijOU,,"Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible toilet, Wheelchair-accessible seating (no)"
Vida Del Padel - Hartlepool,Sports club,,"Unit 13, Park View Industrial Estate, Parkview Rd W, Hartlepool TS25 1PE",Hartlepool,TS25 1PE,United Kingdom,GB,07496679443,,http://www.vidadelpadel.com/,,,,,https://www.google.com/maps?cid=8216961362433578149,,,,"Monday: 6am-10pm, Tuesday: 6am-10pm, Wednesday: 6am-10pm, Thursday: 6am-10pm, Friday: 6am-10pm, Saturday: 6am-10pm, Sunday: 6am-10pm",https://lh3.googleusercontent.com/p/AF1QipMk8bZwm-EU7rX62NcAq_QaxJsEvFCMTjT1-9N0,,
Vida Del Padel - Lincoln,Sports club,"Unit C4, Bishops Trade Park","Unit C4, Bishops Trade Park, Lincoln LN2 4ZS",Lincoln,LN2 4ZS,United Kingdom,GB,07496679443,hello@vidadelpadel.com,http://www.vidadelpadel.com/,https://www.facebook.com/profile.php,,,,https://www.google.com/maps?cid=9305905429718104530,,4.1,27,"Monday: 5am-11:30pm, Tuesday: 5am-11:30pm, Wednesday: 5am-11:30pm, Thursday: 5am-11:30pm, Friday: 5am-11:30pm, Saturday: 5am-11:30pm, Sunday: 5am-11:30pm",https://lh3.googleusercontent.com/p/AF1QipPNvRMU2E5DBTlOxMLePAteSdr25ruzbVMaJ1kD,,"On-site services, Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible toilet, Gender-neutral toilets, Toilet, Wi-Fi, LGBTQ+ friendly, Transgender safe space, Free parking lot, On-site parking"
